ticker,date,open,high,low,close,volume
AAPL,2021-11-10,146.80,146.91,144.68,144.75,65187100
AAPL,2021-11-11,145.76,146.22,144.51,144.70,41000000
AAPL,2021-11-12,145.24,147.17,144.31,146.77,63804000
AAPL,2021-11-15,147.14,148.62,146.22,146.78,59222800
AAPL,2021-11-16,146.72,148.24,146.13,147.76,59256200
AAPL,2021-11-17,147.76,151.67,147.75,150.20,88807000
AAPL,2021-11-18,150.41,155.26,149.77,154.48,137827700
AAPL,2021-11-19,154.27,157.56,153.17,157.10,117305600
AAPL,2021-11-22,158.21,162.14,157.54,157.56,117467900
AAPL,2021-11-23,157.66,158.33,155.65,157.95,96041900
AAPL,2021-11-24,157.30,158.66,156.21,158.46,69463600
AAPL,2021-11-26,156.15,157.01,153.00,153.44,76959800
AAPL,2021-11-29,155.95,157.73,155.38,156.80,88748200
AAPL,2021-11-30,156.56,161.97,156.49,161.75,174048100
AAPL,2021-12-01,163.89,166.65,161.00,161.23,152052500
AAPL,2021-12-02,155.33,160.68,154.41,160.25,136739200
AAPL,2021-12-03,160.50,161.42,156.29,158.37,118023100
AAPL,2021-12-06,160.76,164.28,160.75,161.77,107497000
AAPL,2021-12-07,165.45,167.90,164.73,167.51,120405400
AAPL,2021-12-08,168.44,172.18,167.04,171.32,116998900
AAPL,2021-12-09,171.16,172.96,170.19,170.81,108923700
AAPL,2021-12-10,171.45,175.77,170.94,175.60,115402700
AAPL,2021-12-13,177.23,178.22,171.76,171.97,153237000
AAPL,2021-12-14,171.49,173.93,168.51,170.59,139380400
AAPL,2021-12-15,171.35,175.65,168.61,175.45,131063300
AAPL,2021-12-16,175.43,177.25,167.09,168.56,150185800
AAPL,2021-12-17,166.28,169.75,166.05,167.47,195432700
AAPL,2021-12-20,164.67,166.92,163.87,166.11,107499100
AAPL,2021-12-21,167.88,169.48,165.49,169.28,91185900
AAPL,2021-12-22,169.33,172.09,168.46,171.87,92135300
AAPL,2021-12-23,172.08,173.05,171.51,172.50,68356600
AAPL,2021-12-27,173.29,176.55,173.27,176.46,74919600
AAPL,2021-12-28,176.29,177.44,174.70,175.44,79144300
AAPL,2021-12-29,175.48,176.75,174.32,175.53,62348900
AAPL,2021-12-30,175.62,176.69,174.27,174.38,59773000
AAPL,2021-12-31,174.27,175.38,173.46,173.76,64062300
AAPL,2022-01-03,174.01,178.95,173.90,178.10,104487900
AAPL,2022-01-04,178.71,179.01,175.28,175.84,99310400
AAPL,2022-01-05,175.76,176.30,170.89,171.17,94537600
AAPL,2022-01-06,168.99,171.54,167.96,168.31,96904000
AAPL,2022-01-07,169.18,170.40,167.36,168.47,86709100
AAPL,2022-01-10,165.45,168.80,164.56,168.49,106765600
AAPL,2022-01-11,168.62,171.42,167.15,171.32,76138300
AAPL,2022-01-12,172.34,173.38,171.07,171.76,74805200
AAPL,2022-01-13,172.01,172.83,168.10,168.49,84505800
AAPL,2022-01-14,167.66,170.05,167.42,169.36,80440800
AAPL,2022-01-18,167.83,168.84,165.77,166.16,90956700
AAPL,2022-01-19,166.35,167.41,162.38,162.66,94815000
AAPL,2022-01-20,163.40,166.04,160.66,160.98,91420500
AAPL,2022-01-21,160.89,162.76,158.82,158.92,122848900
AAPL,2022-01-24,156.59,158.82,151.38,158.15,162294600
AAPL,2022-01-25,155.57,159.27,153.65,156.35,115798400
AAPL,2022-01-26,159.99,160.86,154.43,156.26,108275300
AAPL,2022-01-27,158.96,160.32,154.88,155.80,121954600
AAPL,2022-01-28,162.15,166.69,159.31,166.67,179935700
AAPL,2022-01-31,166.51,171.24,165.87,171.03,115541600
AAPL,2022-02-01,170.28,171.09,168.61,170.86,86213900
AAPL,2022-02-02,171.00,172.11,169.61,172.07,84914300
AAPL,2022-02-03,170.74,172.46,168.43,169.19,89418100
AAPL,2022-02-04,168.21,170.58,167.23,168.91,82465400
AAPL,2022-02-07,169.37,170.43,167.49,168.19,77251200
AAPL,2022-02-08,168.26,171.81,167.96,171.30,74829200
AAPL,2022-02-09,172.49,173.08,171.36,172.72,71285000
AAPL,2022-02-10,170.62,171.93,168.08,168.64,90865900
AAPL,2022-02-11,168.85,169.58,164.64,165.23,98670700
AAPL,2022-02-14,163.99,166.15,163.19,165.47,86185500
AAPL,2022-02-15,167.51,169.45,166.81,169.30,62527400
AAPL,2022-02-16,168.38,169.84,166.61,169.06,61177400
AAPL,2022-02-17,167.57,168.43,165.06,165.47,69589300
AAPL,2022-02-18,166.39,167.09,162.83,163.92,82772700
AAPL,2022-02-22,161.64,163.32,158.87,161.00,91162800
AAPL,2022-02-23,162.19,162.79,156.52,156.83,90009200
AAPL,2022-02-24,149.50,159.56,148.93,159.45,141147500
AAPL,2022-02-25,160.53,161.78,157.62,161.52,91974200
AAPL,2022-02-28,159.76,162.08,159.15,161.78,95056600
AAPL,2022-03-01,161.37,163.23,158.70,159.90,83474400
AAPL,2022-03-02,161.07,163.98,159.66,163.19,79724800
AAPL,2022-03-03,165.06,165.50,162.20,162.87,76678400
AAPL,2022-03-04,161.16,162.20,158.82,159.87,83737200
AAPL,2022-03-07,160.06,161.68,155.82,156.08,96418800
AAPL,2022-03-08,155.61,159.59,152.65,154.26,131148300
AAPL,2022-03-09,158.22,160.11,156.19,159.66,91454900
AAPL,2022-03-10,156.96,157.15,152.83,155.32,105342000
AAPL,2022-03-11,155.72,156.06,151.38,151.60,96970100
AAPL,2022-03-14,148.39,151.00,147.07,147.58,108732100
AAPL,2022-03-15,147.85,152.43,147.34,151.95,92964300
AAPL,2022-03-16,153.88,156.77,151.34,156.36,102300200
AAPL,2022-03-17,155.40,157.75,154.44,157.37,75615400
AAPL,2022-03-18,157.27,161.15,156.53,160.67,123511700
AAPL,2022-03-21,160.20,162.99,159.71,162.04,95811400
AAPL,2022-03-22,162.16,166.00,161.58,165.41,81532000
AAPL,2022-03-23,164.59,169.15,164.26,166.77,98062700
AAPL,2022-03-24,167.60,170.62,166.77,170.55,90131400
AAPL,2022-03-25,170.36,171.74,169.26,171.19,80546200
AAPL,2022-03-28,168.69,172.18,168.52,172.05,90371900
AAPL,2022-03-29,173.12,175.39,172.78,175.34,100589400
AAPL,2022-03-30,174.94,175.98,173.13,174.18,92633200
AAPL,2022-03-31,174.24,174.43,170.87,171.08,103049300
AAPL,2022-04-01,170.51,171.34,168.46,170.79,78751300
AAPL,2022-04-04,171.04,174.88,170.91,174.83,76468400
AAPL,2022-04-05,173.91,174.70,170.89,171.52,73401800
AAPL,2022-04-06,168.88,170.12,166.69,168.36,89058800
AAPL,2022-04-07,167.70,169.86,166.42,168.66,77594700
AAPL,2022-04-08,168.31,168.31,165.78,166.65,76575500
AAPL,2022-04-11,165.30,165.61,162.15,162.40,72246700
AAPL,2022-04-12,164.62,166.44,163.27,164.27,79265200
AAPL,2022-04-13,164.01,167.58,163.40,166.96,70618900
AAPL,2022-04-14,167.17,167.81,161.70,161.95,75329400
AAPL,2022-04-18,160.61,163.23,160.26,161.73,69023900
AAPL,2022-04-19,161.68,164.43,160.60,164.02,67723800
AAPL,2022-04-20,165.35,165.47,162.74,163.85,67929800
AAPL,2022-04-21,165.50,168.06,162.56,163.06,87227800
AAPL,2022-04-22,163.09,164.48,158.24,158.52,84882400
AAPL,2022-04-25,157.86,159.87,155.26,159.59,96046400
AAPL,2022-04-26,158.97,159.06,153.55,153.63,95623200
AAPL,2022-04-27,152.76,156.56,152.24,153.40,88063200
AAPL,2022-04-28,156.03,161.19,155.72,160.33,130216800
AAPL,2022-04-29,158.57,162.84,154.07,154.46,131747600
AAPL,2022-05-02,153.54,155.03,150.17,154.77,123055300
AAPL,2022-05-03,154.95,157.46,153.16,156.26,88966500
AAPL,2022-05-04,156.44,163.11,156.04,162.66,108256500
AAPL,2022-05-05,160.54,160.76,151.82,153.60,130525300
AAPL,2022-05-06,153.08,156.45,151.29,154.33,116124600
AAPL,2022-05-09,152.02,152.90,148.65,149.20,131577900
AAPL,2022-05-10,152.60,153.80,150.06,151.61,115366700
AAPL,2022-05-11,150.62,152.53,143.07,143.75,142689800
AAPL,2022-05-12,140.09,143.45,136.19,139.88,182602000
AAPL,2022-05-13,141.88,145.32,140.42,144.35,113990900
AAPL,2022-05-16,142.82,144.75,141.47,142.81,86643800
AAPL,2022-05-17,146.07,146.96,143.93,146.44,78336300
AAPL,2022-05-18,144.09,144.59,137.27,138.18,109742900
AAPL,2022-05-19,137.25,139.00,134.04,134.77,136095600
AAPL,2022-05-20,136.48,138.06,130.12,135.01,137426100
AAPL,2022-05-23,135.20,140.57,135.07,140.42,117726300
AAPL,2022-05-24,138.17,139.30,134.75,137.72,104132700
AAPL,2022-05-25,135.83,139.13,135.74,137.88,92482700
AAPL,2022-05-26,134.81,141.63,134.57,141.08,90601500
AAPL,2022-05-27,142.66,146.87,142.53,146.83,90978500
AAPL,2022-05-31,146.27,147.83,144.08,146.05,103718400
AAPL,2022-06-01,147.09,148.89,144.91,145.92,74286600
AAPL,2022-06-02,145.05,148.43,144.10,148.37,72348100
AAPL,2022-06-03,144.14,145.19,141.75,142.65,88570300
AAPL,2022-06-06,144.27,145.78,142.18,143.40,71598400
AAPL,2022-06-07,141.64,146.20,141.39,145.92,67808200
AAPL,2022-06-08,145.79,147.06,144.69,145.18,53950200
AAPL,2022-06-09,144.32,145.17,139.85,139.96,69473000
AAPL,2022-06-10,137.65,138.12,134.49,134.56,91437900
AAPL,2022-06-13,130.38,132.66,128.97,129.40,122207100
AAPL,2022-06-14,130.63,131.38,129.01,130.27,84784300
AAPL,2022-06-15,131.77,134.76,129.68,132.89,91533000
AAPL,2022-06-16,129.60,129.90,126.62,127.62,108123900
AAPL,2022-06-17,127.63,130.58,127.37,129.09,134520300
AAPL,2022-06-21,130.91,134.49,130.82,133.32,81000500
AAPL,2022-06-22,132.26,135.17,131.40,132.81,73409200
AAPL,2022-06-23,134.25,135.99,133.08,135.67,72433800
AAPL,2022-06-24,137.27,139.25,137.15,139.00,89116800
AAPL,2022-06-27,140.02,140.80,138.32,139.00,70207900
AAPL,2022-06-28,139.46,140.73,134.74,134.86,67083400
AAPL,2022-06-29,134.88,138.03,134.10,136.62,66242400
AAPL,2022-06-30,134.67,135.77,131.26,134.15,98964500
AAPL,2022-07-01,133.49,136.43,133.11,136.32,71051600
AAPL,2022-07-05,135.18,138.95,134.36,138.90,73353800
AAPL,2022-07-06,138.70,141.41,138.43,140.24,74064300
AAPL,2022-07-07,140.60,143.80,140.59,143.60,66253700
AAPL,2022-07-08,142.53,144.78,142.28,144.28,64547800
AAPL,2022-07-11,142.93,143.89,141.08,142.15,63141600
AAPL,2022-07-12,143.02,145.66,142.33,143.12,77588800
AAPL,2022-07-13,140.31,143.70,139.45,142.76,71185600
AAPL,2022-07-14,141.37,146.15,140.56,145.68,78140700
AAPL,2022-07-15,146.97,148.03,145.42,147.35,76259900
AAPL,2022-07-18,147.91,148.72,143.95,144.31,81420900
AAPL,2022-07-19,145.14,148.39,144.15,148.16,82982400
AAPL,2022-07-20,148.28,150.83,147.55,150.17,64823400
AAPL,2022-07-21,151.60,152.65,149.09,152.43,65086600
AAPL,2022-07-22,152.47,153.35,150.53,151.20,66675400
AAPL,2022-07-25,151.12,152.13,149.42,150.08,53623900
AAPL,2022-07-26,149.40,150.22,147.97,148.75,55138700
AAPL,2022-07-27,149.72,154.38,149.30,153.85,78620700
AAPL,2022-07-28,154.03,154.68,151.51,154.40,81378700
AAPL,2022-07-29,158.21,160.56,156.51,159.46,101786900
AAPL,2022-08-01,157.99,160.52,157.87,158.48,67829400
AAPL,2022-08-02,157.09,159.36,156.63,157.01,59907000
AAPL,2022-08-03,157.82,163.46,157.73,163.01,82507500
AAPL,2022-08-04,162.89,164.05,161.34,162.70,55474100
AAPL,2022-08-05,160.37,162.96,160.16,162.47,56697000
AAPL,2022-08-08,163.47,164.89,161.34,162.00,60276900
AAPL,2022-08-09,161.16,162.93,160.41,162.05,63135500
AAPL,2022-08-10,164.76,166.39,163.99,166.29,70170500
AAPL,2022-08-11,167.10,168.01,165.26,165.56,57149200
AAPL,2022-08-12,166.86,169.17,166.45,169.10,68039400
AAPL,2022-08-15,168.53,170.37,168.37,170.17,54091700
AAPL,2022-08-16,169.77,170.69,168.67,170.02,56377100
AAPL,2022-08-17,169.76,173.08,169.57,171.51,79542000
AAPL,2022-08-18,170.72,171.85,170.11,171.12,62290100
AAPL,2022-08-19,170.02,170.71,168.33,168.53,70346300
AAPL,2022-08-22,166.74,166.90,164.23,164.65,69026800
AAPL,2022-08-23,164.17,165.77,163.75,164.32,54147100
AAPL,2022-08-24,164.41,165.18,163.36,164.61,53841500
AAPL,2022-08-25,165.84,167.18,165.42,167.07,51218200
AAPL,2022-08-26,167.60,168.07,160.71,160.77,78961000
AAPL,2022-08-29,158.34,160.06,157.04,158.57,73314000
AAPL,2022-08-30,159.31,159.73,154.97,156.14,77906200
AAPL,2022-08-31,157.52,157.78,154.40,154.48,87991100
AAPL,2022-09-01,153.91,155.66,151.98,155.21,74229900
AAPL,2022-09-02,156.97,157.57,152.27,153.10,76957800
AAPL,2022-09-06,153.75,154.35,151.01,151.84,73714800
AAPL,2022-09-07,152.12,153.94,150.94,153.24,87449600
AAPL,2022-09-08,151.95,153.64,150.02,151.77,84923800
AAPL,2022-09-09,152.76,155.07,152.06,154.63,68028800
AAPL,2022-09-12,156.81,161.40,156.53,160.58,104956000
AAPL,2022-09-13,157.12,157.74,150.70,151.16,122656600
AAPL,2022-09-14,152.09,154.36,150.94,152.61,87965400
AAPL,2022-09-15,151.96,152.54,148.74,149.72,90481100
AAPL,2022-09-16,148.58,148.71,145.79,148.08,162278800
AAPL,2022-09-19,146.71,151.87,146.50,151.79,81474200
AAPL,2022-09-20,150.73,155.33,150.41,154.17,107689800
AAPL,2022-09-21,154.60,155.98,150.93,151.04,101696800
AAPL,2022-09-22,149.73,151.78,148.28,150.08,86652500
AAPL,2022-09-23,148.56,148.83,145.97,147.81,96029900
AAPL,2022-09-26,147.05,151.09,147.03,148.14,93339400
AAPL,2022-09-27,150.08,152.03,147.34,149.12,84442700
AAPL,2022-09-28,145.07,148.02,142.32,147.23,146691400
AAPL,2022-09-29,143.56,144.17,138.23,140.00,128138200
AAPL,2022-09-30,138.82,140.61,135.60,135.79,124925300
AAPL,2022-10-03,135.80,140.58,135.29,139.97,114311700
AAPL,2022-10-04,142.50,143.67,141.75,143.56,87830100
AAPL,2022-10-05,141.56,144.81,140.52,143.85,79471000
AAPL,2022-10-06,143.27,144.97,142.69,142.90,68402200
AAPL,2022-10-07,140.06,140.61,137.02,137.65,85925600
AAPL,2022-10-10,137.97,139.42,136.16,137.97,74899000
AAPL,2022-10-11,137.46,138.89,135.81,136.56,77033700
AAPL,2022-10-12,136.71,137.92,135.75,135.93,70433700
AAPL,2022-10-13,132.64,141.09,132.03,140.50,113224000
AAPL,2022-10-14,141.80,142.00,135.78,135.97,88598000
AAPL,2022-10-17,138.61,140.41,137.83,139.93,85250900
AAPL,2022-10-18,142.96,144.15,138.16,141.25,99136600
AAPL,2022-10-19,139.22,142.43,139.04,141.35,61758300
AAPL,2022-10-20,140.53,143.35,140.17,140.89,64522000
AAPL,2022-10-21,140.38,145.28,140.17,144.71,86548600
AAPL,2022-10-24,144.63,147.61,143.46,146.85,75981900
AAPL,2022-10-25,147.48,149.83,146.76,149.69,74732300
AAPL,2022-10-26,148.33,149.34,145.46,146.75,88194300
AAPL,2022-10-27,145.49,146.45,141.62,142.28,109180200
AAPL,2022-10-28,145.62,154.76,145.25,153.03,164762400
AAPL,2022-10-31,150.49,151.55,149.27,150.67,97943200
AAPL,2022-11-01,152.38,152.74,146.53,148.03,80379300
AAPL,2022-11-02,146.36,149.52,142.48,142.50,93604600
AAPL,2022-11-03,139.59,140.31,136.33,136.46,97918500
AAPL,2022-11-04,139.85,140.42,132.26,136.20,140814800
AAPL,2022-11-07,134.95,136.95,133.53,136.73,83374600
AAPL,2022-11-08,138.19,139.20,135.32,137.30,89908500
AAPL,2022-11-09,136.31,136.36,132.47,132.74,74917800
AAPL,2022-11-10,139.01,144.55,137.30,144.55,118854000
AAPL,2022-11-11,143.52,147.64,142.09,147.34,93979700
AAPL,2022-11-14,146.62,147.91,145.10,145.94,73374100
AAPL,2022-11-15,149.82,151.17,146.22,147.67,89868300
AAPL,2022-11-16,146.78,147.50,144.97,146.44,64218300
AAPL,2022-11-17,144.12,149.09,143.84,148.34,80389400
AAPL,2022-11-18,149.91,150.29,147.60,148.90,74829600
AAPL,2022-11-21,147.79,148.00,145.39,145.67,58724100
AAPL,2022-11-22,145.79,148.05,144.61,147.81,51804100
AAPL,2022-11-23,147.09,149.43,146.98,148.69,58301400
AAPL,2022-11-25,145.97,146.53,144.80,145.77,35195900
